name,description,location,latitude,longitude,call_number,photo_url
"빌리펍우정당구장","source:kakao keyword export","서울 서초구 서초대로 255",37.4927543905501,127.009759822235,"010-3237-1977",
"올타임 홀덤펍","source:kakao keyword export","서울 서초구 서초대로46길 99",37.4902068767039,127.013479653499,"",
"펍피맥 양재점","source:kakao keyword export","서울 서초구 남부순환로356길 50",37.4827789405141,127.038275440303,"",
"더펍사운드온 언주역점","source:kakao keyword export","서울 강남구 언주로 615",37.5106179941586,127.03620285232,"",
"액시스펍","source:kakao keyword export","서울 강남구 봉은사로 317",37.5099638862976,127.041608938447,"",
"아이언펍","source:kakao keyword export","서울 강남구 압구정로54길 14",37.526986424232106,127.03931845164391,"02-6339-5860",
"펀앤드펍","source:kakao keyword export","서울 강남구 선릉로86길 17",37.5035558060912,127.051127978833,"",
"러너펍 선릉점","source:kakao keyword export","서울 강남구 역삼로63길 23",37.5027166938618,127.051761862332,"",
"브라보펍","source:kakao keyword export","서울 강남구 삼성로85길 11",37.5045995756909,127.056186368158,"",
"브로즈펍","source:kakao keyword export","서울 강남구 선릉로62길 19",37.4976438915869,127.054082279183,"02-557-7890",
"휴머펍","source:kakao keyword export","서울 강남구 학동로77길 50",37.5219367096681,127.047978739074,"02-764-5558",
"더펍사운드온 대치점","source:kakao keyword export","서울 강남구 삼성로69길 11",37.501567529728995,127.0583792112176,"02-568-9190",
"동키동키홀덤펍","source:kakao keyword export","서울 강남구 선릉로86길 48",37.5041133200276,127.053630038405,"",
"사운드온더펍 개포점","source:kakao keyword export","서울 강남구 개포로 233",37.47902263991257,127.04811748374487,"",
"와니스펍","source:kakao keyword export","서울 서초구 논현로17길 22",37.4760452904632,127.044579261146,"",
"클럽 바이브","source:kakao keyword export","서울 강남구 도산대로 535",37.5251794444733,127.05216540593,"",
"클럽아이","source:kakao keyword export","서울 강남구 영동대로 737",37.5239603562425,127.054237021129,"",
"골프존 서울본사","source:kakao keyword export","서울 강남구 영동대로 735",37.52339075717057,127.05459634598716,"1577-4333",
"리발란스K피트니스","source:kakao keyword export","서울 강남구 학동로97길 20",37.5211414240547,127.055520040921,"02-548-3999",
"edm유학센터 강남본사","source:kakao keyword export","서울 서초구 서초대로78길 22",37.495894286461855,127.02758104830492,"02-595-5092",
"edm아이엘츠 어학원","source:kakao keyword export","서울 강남구 강남대로84길 16",37.49669018017043,127.03002623063165,"02-3444-8047",
"edm아트유학 강남지사","source:kakao keyword export","서울 강남구 강남대로84길 16",37.4966883787394,127.03002396821812,"02-599-1388",
"미도리 컴퍼니 EDM ASIA 에센셜 엔터테인먼트","source:kakao keyword export","서울 강남구 논현로128길 22-4",37.5134849857564,127.033146874899,"02-6448-5797",
"한국힙합문화협회","source:kakao keyword export","서울 강남구 봉은사로33길 33",37.51001655675508,127.03475934553973,"02-2606-2206",
"압구정 프리즘","source:kakao keyword export","서울 강남구 선릉로161길 20",37.5275271880902,127.038826614935,"",
"압구정무토라운지","source:kakao keyword export","서울 강남구 선릉로157길 12",37.5261152567319,127.039012546047,"010-8357-0135",
"테크인 로데오점","source:kakao keyword export","서울 강남구 도산대로49길 8",37.5233686126505,127.037430761259,"",
"에이비","source:kakao keyword export","서울 강남구 도산대로45길 8-8",37.5230679359812,127.036607065231,"",
"클럽가든","source:kakao keyword export","서울 강남구 신사동 661-11",37.527599184644,127.039080066288,"",
"레벨라운지앤클럽","source:kakao keyword export","서울 강남구 언주로 734",37.5207169327325,127.034569740848,"02-6716-8580",
"판타지","source:kakao keyword export","서울 강남구 도산대로 307",37.5222737708807,127.034891729105,"",
"클럽에디트","source:kakao keyword export","서울 강남구 도산대로 205",37.5205418970809,127.028746210948,"",
"클럽 유토피아","source:kakao keyword export","서울 강남구 도산대로 205",37.5205031456929,127.028780132248,"010-4389-6979",
"하이브클럽","source:kakao keyword export","서울 강남구 도산대로 205",37.5205274854386,127.028728106125,"",
"클럽메타","source:kakao keyword export","서울 강남구 도산대로 205",37.5205022452413,127.028777869491,"",
"강남클럽시카고","source:kakao keyword export","서울 강남구 도산대로 205",37.5205418970809,127.028746210948,"02-939-3301",
"강남 스팟나이트","source:kakao keyword export","서울 강남구 도산대로 205",37.5205418970809,127.028746210948,"",
"쇼쇼쇼","source:kakao keyword export","서울 강남구 도산대로 205",37.5205418970809,127.028746210948,"",
"에이아이오디오이미지네이션","source:kakao keyword export","서울 강남구 논현로 736",37.5178018082754,127.029308479869,"010-4539-3451",
"클럽매그넘","source:kakao keyword export","서울 강남구 도산대로 159",37.5191406047349,127.025854364554,"",
"키키","source:kakao keyword export","서울 광진구 아차산로33길 19",37.5411917757972,127.070071515558,"010-3574-7158",
"왓더펍","source:kakao keyword export","서울 강남구 선릉로146길 13",37.52200608344476,127.04079548449465,"02-3445-5310",
"잭슨홀덤펍 청담점","source:kakao keyword export","서울 강남구 선릉로152길 33",37.5245526881502,127.042300324525,"02-545-9991",
"어메이징브루잉컴퍼니 성수브루펍","source:kakao keyword export","서울 성동구 성수일로4길 4",37.542853777810855,127.04936922809692,"02-465-5208",
"카페&펍 연무장 성수점","source:kakao keyword export","서울 성동구 연무장길 36",37.542867381825,127.053309270784,"02-499-4434",
"마마리 펍","source:kakao keyword export","서울 성동구 연무장18길 16",37.5393186087881,127.06199432151,"02-465-7306",
"베네토피자앤펍","source:kakao keyword export","서울 성동구 마조로3길 7-1",37.55846003271825,127.03963943225207,"02-3395-8858",
"펍휘트니","source:kakao keyword export","서울 송파구 올림픽로10길 9",37.5107938246746,127.081241701885,"010-5044-4473",
"유한펍","source:kakao keyword export","서울 성동구 성수일로 19",37.5423333333719,127.04856549491,"02-464-9400",
"펍 마이마이","source:kakao keyword export","서울 송파구 백제고분로7길 24-7",37.5103141020082,127.081804445594,"010-8427-0088",
"아일랜드유끼펍","source:kakao keyword export","서울 광진구 동일로22길 63",37.5416778546451,127.067773842758,"02-498-5285",
"평상 라이브 재즈 펍","source:kakao keyword export","서울 강남구 삼성로 539",37.5098468476354,127.054650949337,"",
"꼬지펍","source:kakao keyword export","서울 성동구 마조로 17",37.5594689594285,127.040201336734,"010-9359-5478",
"사운드온더펍 뚝섬유원지점","source:kakao keyword export","서울 광진구 능동로4길 47",37.532430592919,127.069827989941,"02-455-9190",
"베네핏홀덤펍 건대점","source:kakao keyword export","서울 광진구 능동로13길 54",37.544267053962,127.069789239585,"",
"스페인클럽 이태원점","source:kakao keyword export","서울 용산구 이태원로 216",37.5347451709585,126.998167098511,"02-795-1118",
"뉴오더클럽 한남","source:kakao keyword export","서울 용산구 이태원로54길 58-14",37.5359155831043,127.000690177396,"02-790-5701",
"레노마아카이브클럽","source:kakao keyword export","서울 용산구 이태원로 240",37.536109300133525,127.0001640589858,"02-2211-6920",
"울프소셜클럽","source:kakao keyword export","서울 용산구 한남대로 158",37.5424550130675,127.002706636911,"070-792-5979",
"코튼클럽 사운즈한남","source:kakao keyword export","서울 용산구 대사관로 35",37.5337504606574,127.00214853932,"02-794-8435",
"데드비트클럽","source:kakao keyword export","서울 용산구 한남대로42길 12",37.54253069069872,127.00297028807411,"",
"우사단소셜클럽","source:kakao keyword export","서울 용산구 우사단로10길 95",37.531975505814835,127.00072408245282,"010-2648-4339",
"피터스클럽 한남","source:kakao keyword export","서울 용산구 한남대로42길 42",37.5438875908535,127.003167233142,"010-6489-6674",
"블루클럽 한남동점","source:kakao keyword export","서울 용산구 대사관로30길 21",37.5322979320657,127.005634290838,"02-793-3991",
"클럽하우스서울","source:kakao keyword export","서울 용산구 한남대로20길 7",37.5347233293476,127.007399489033,"010-4045-4717",
"이태원메이드","source:kakao keyword export","서울 용산구 이태원로 221",37.5353497456595,126.99838544966707,"010-9975-0270",
"#1675바이솔트코크","source:kakao keyword export","서울 광진구 동일로22길 95",37.5410822222075,127.069447947602,"",
"바나나VANANA","source:kakao keyword export","서울 광진구 아차산로 219",37.5410425110049,127.068015412004,"02-499-0101",
"스핀","source:kakao keyword export","서울 광진구 동일로22길 115",37.5407644699013,127.070461487098,"02-2205-3579",
"폴리스","source:kakao keyword export","서울 광진구 능동로 111",37.5410561525929,127.070864581215,"02-499-6400",
"트랜센댄스","source:kakao keyword export","서울 성동구 성수이로22길 61",37.543139634411,127.063898484859,"",
"러너스클럽 광진점","source:kakao keyword export","서울 광진구 광나루로 369",37.548242400493365,127.07106602321375,"",
"광진시니어클럽","source:kakao keyword export","서울 광진구 자양번영로7길 16-9",37.5362527958943,127.075431066211,"02-6463-1700",
"건대탁구클럽","source:kakao keyword export","서울 광진구 아차산로 324",37.53739582578233,127.07871232142294,"0503-7150-7944",
"스타당구클럽","source:kakao keyword export","서울 광진구 자양로18길 6",37.5373678433842,127.084017707948,"",
"더컷트클럽","source:kakao keyword export","서울 광진구 자양로13다길 9",37.5326543433048,127.079336390332,"",
"VIP캐롬클럽","source:kakao keyword export","서울 광진구 군자로 52",37.5476588388099,127.070590190646,"02-468-3949",
"영동당구클럽","source:kakao keyword export","서울 성동구 동일로 135-1",37.544682399633366,127.06508229294494,"02-499-1419",
"맥코이복싱클럽 건대점","source:kakao keyword export","서울 광진구 아차산로29길 75",37.5441022800709,127.069604641404,"02-466-6212",
"슈팅클럽 건대점","source:kakao keyword export","서울 광진구 동일로22길 81",37.54148628559524,127.06873772637066,"02-2215-2624",
"369당구클럽","source:kakao keyword export","서울 광진구 능동로19길 36",37.547457167586,127.071831379438,"",
"부즈클럽","source:kakao keyword export","서울 광진구 광나루로 430",37.5457482945069,127.07703843328,"02-446-4999",
"임용지탁구클럽","source:kakao keyword export","서울 광진구 군자로 100",37.5519110175034,127.07147691121,"02-499-3959",
"궁전헤어클럽","source:kakao keyword export","서울 광진구 군자로 81",37.5504409577567,127.07086441222,"02-466-6556",
"에딘버그골프클럽","source:kakao keyword export","서울 성동구 광나루로 320-1",37.547972702247066,127.06534542623218,"02-497-0085",
"베스트펜싱클럽","source:kakao keyword export","서울 광진구 뚝섬로 545",37.5347735330126,127.070773779424,"",
"바이크메니아 라이더스클럽","source:kakao keyword export","서울 광진구 자양번영로11길 4-8",37.5372935294376,127.076708400181,"",
"군자탁구클럽","source:kakao keyword export","서울 광진구 군자로 80",37.5502354214686,127.071045282355,"02-6082-7979",
"킴스안경클럽","source:kakao keyword export","서울 광진구 뚝섬로 681",37.5324656821581,127.085021404807,"02-3436-8664",
"웅진북클럽 광진02지역국","source:kakao keyword export","서울 광진구 자양로 116",37.5382473377949,127.083851236687,"02-453-0197",
"웅진북클럽 광진34지역국","source:kakao keyword export","서울 광진구 자양로 116",37.5382473377949,127.083851236687,"02-3437-9444",
"폰클럽 건대본점","source:kakao keyword export","서울 광진구 아차산로 244",37.5397230656813,127.07020705208,"02-465-4858",
"웅진북클럽 광진31지역국","source:kakao keyword export","서울 광진구 자양로 116",37.5382473377949,127.083851236687,"1577-1500",
"더화이브헌드레드 멤버십클럽","source:kakao keyword export","서울 광진구 능동로 90",37.5383639311794,127.070920870053,"02-2218-5800",
"점프스타줄넘기클럽 광진점","source:kakao keyword export","서울 광진구 자양로13길 47",37.5341833939208,127.081899526596,"010-2050-1611",
"웅진북클럽 광진33지역국","source:kakao keyword export","서울 광진구 자양로 116",37.5382473377949,127.083851236687,"02-457-7997",
"스타배드민턴클럽 동호회","source:kakao keyword export","서울 광진구 뚝섬로 613-1",37.532625457001274,127.07806581059084,"",
"웅진북클럽 광진32지역국","source:kakao keyword export","서울 광진구 자양로 116",37.5382473377949,127.083851236687,"02-3437-1730",
"한남당구클럽","source:kakao keyword export","서울 광진구 자양로11길 12",37.5347689619762,127.083305391495,"",
"클럽모나코 여성 롯데백화점건대스타시티점","source:kakao keyword export","서울 광진구 능동로 92",37.539133199523526,127.07122936303882,"02-2218-3328",
"올댓아너스클럽 아너스VIP라운지","source:kakao keyword export","서울 광진구 능동로 90",37.5381648374438,127.070875422607,"1600-0595",
"자양탁구클럽","source:kakao keyword export","서울 광진구 자양번영로 20",37.5313766205244,127.075367324024,"02-457-0972",
"현대밸리골프클럽","source:kakao keyword export","서울 광진구 뚝섬로 542",37.534549537109896,127.070181836396,"02-452-2550",
"OK당구클럽","source:kakao keyword export","서울 광진구 자양로13길 73-1",37.5332911945573,127.080895000562,"010-5057-5104",
"메이플탑 팬케이크클럽","source:kakao keyword export","서울 성동구 성수이로14길 14",37.54163856015925,127.05686817254602,"02-3789-4427",
"테니스클럽하우스24 어린이대공원점","source:kakao keyword export","서울 광진구 군자로 100",37.5519389586936,127.071459962688,"0503-7150-4912",
"일기장","source:kakao keyword export","서울 송파구 오금로11길 27",37.5152060404202,127.110155782809,"",
"텔리클럽","source:kakao keyword export","서울 송파구 오금로11길 30",37.5150697884727,127.110370495917,"",
"클럽IS","source:kakao keyword export","서울 송파구 오금로11길 11-8",37.5147955519457,127.108785394485,"",
"골든타워","source:kakao keyword export","서울 송파구 백제고분로7길 39",37.5109329697937,127.083268713722,"",
"에이","source:kakao keyword export","서울 송파구 백제고분로9길 23",37.5097375582733,127.081661305006,"",
"찬스나이트클럽","source:kakao keyword export","서울 강동구 천호대로 1135",37.5345710609994,127.137820259915,"",
"월드컵1번지콜라텍","source:kakao keyword export","서울 강동구 올림픽로 659",37.5403063794572,127.123569340286,"",
"클럽CU","source:kakao keyword export","서울 송파구 백제고분로7길 16",37.5104554997785,127.080580799867,"070-4148-8873",
"더이탈리안클럽","source:kakao keyword export","서울 송파구 잠실로 209",37.5138625211332,127.106357820338,"",
"스페인클럽 롯데월드몰점","source:kakao keyword export","서울 송파구 올림픽로 300",37.513734476336886,127.10342921315889,"02-3213-4612",
"시그마스포츠클럽","source:kakao keyword export","서울 송파구 올림픽로 289",37.514613743649974,127.10252440248789,"02-6953-4870",
"옵티멈스포츠클럽","source:kakao keyword export","서울 송파구 올림픽로35가길 16",37.5162837846713,127.103006291115,"02-2240-4602",
"캘리클럽 홈플러스잠실점","source:kakao keyword export","서울 송파구 올림픽로35가길 16",37.5162513485929,127.103006246532,"070-7614-2939",
"디에스티클럽","source:kakao keyword export","서울 송파구 백제고분로41길 38",37.50899001083678,127.10622536220214,"070-7576-4744",
"크레뮤클럽","source:kakao keyword export","서울 송파구 백제고분로45길 21",37.5098396922142,127.109152577432,"0507-1303-5483",
"클럽투","source:kakao keyword export","서울 송파구 송파대로 558",37.5150793177639,127.099651986315,"",
"큐볼당구클럽","source:kakao keyword export","서울 송파구 오금로11길 11-8",37.5149090688499,127.108795739344,"02-418-3949",
"애프터눈클럽","source:kakao keyword export","서울 송파구 올림픽로34길 20",37.5148908209072,127.110977643968,"010-3898-0717",
"송파시니어클럽","source:kakao keyword export","서울 송파구 백제고분로42길 5",37.5059629997157,127.109768974983,"02-424-1255",
"디깅클럽","source:kakao keyword export","서울 송파구 오금로11길 37",37.5156420577189,127.111190278022,"02-417-0706",
"잠동배드민턴클럽","source:kakao keyword export","서울 송파구 올림픽로35길 122",37.51774017593,127.100484667401,"010-5431-1155",
"블루클럽 방이시장점","source:kakao keyword export","서울 송파구 가락로 248",37.5101642172111,127.118339429658,"02-417-3659",
"멕시클럽","source:kakao keyword export","서울 송파구 오금로11길 37",37.515527781552784,127.11102948802622,"",
"가브리엘당구클럽","source:kakao keyword export","서울 송파구 송파대로 438",37.5059042717951,127.107000238344,"02-422-5877",
"블루클럽 신천역점","source:kakao keyword export","서울 송파구 올림픽로 145",37.511997050895,127.08702507106,"070-8222-0878",
"블루클럽 잠실점","source:kakao keyword export","서울 송파구 백제고분로19길 26",37.5069006301272,127.087485126562,"02-423-3933",
"망고당구클럽","source:kakao keyword export","서울 송파구 백제고분로41길 11",37.50703776364172,127.10795981472555,"010-2678-2787",
"씨엔지당구클럽","source:kakao keyword export","서울 송파구 올림픽로30길 5",37.515278244355066,127.10807122337933,"",
"카우치드로잉클럽","source:kakao keyword export","서울 송파구 올림픽로35가길 11",37.51632971270607,127.10406057868659,"010-6814-5257",
"멍냥클럽 잠실점","source:kakao keyword export","서울 송파구 오금로11길 45",37.5159654557214,127.112208780715,"010-2734-9371",
"아넥스골프클럽","source:kakao keyword export","서울 송파구 오금로19길 5",37.5104542224214,127.112937976858,"",
"예준당구클럽","source:kakao keyword export","서울 송파구 오금로11길 11",37.5146679870703,127.10837461386,"",
"클럽코라빈 롯데에비뉴엘 잠실점","source:kakao keyword export","서울 송파구 올림픽로 300",37.5128799787727,127.101752889611,"02-3213-2629",
"퀸노래클럽","source:kakao keyword export","서울 송파구 올림픽로32길 9",37.5152601100683,127.109175176123,"",
"이경우탁구클럽","source:kakao keyword export","서울 송파구 백제고분로40길 35",37.5018586746288,127.108082413499,"",
"코리아 당구클럽","source:kakao keyword export","서울 송파구 송파대로49길 59",37.50576775468875,127.0981998668153,"",
"클럽모나코 롯데에비뉴엘잠실점","source:kakao keyword export","서울 송파구 올림픽로 300",37.5125807668924,127.101844101334,"02-3213-2552",
"엠클럽골프","source:kakao keyword export","서울 송파구 가락로 99",37.501148801298896,127.10696178637072,"02-418-4220",
"허브미스다이어트클럽","source:kakao keyword export","서울 송파구 올림픽로35길 112",37.5179749167208,127.102026762736,"02-3432-5559",
"점프스타 줄넘기클럽 잠실점","source:kakao keyword export","서울 송파구 올림픽로35길 93",37.5180124849908,127.104402265657,"",
"블루클럽 잠실새내역점","source:kakao keyword export","서울 송파구 올림픽로 119",37.51207839671278,127.08418615948031,"070-4107-9881",
"아이비클럽 송파점","source:kakao keyword export","서울 송파구 가락로 157",37.50336505047331,127.11300872567263,"02-6397-5458",
"블루클럽 가락헬리오시티점","source:kakao keyword export","서울 송파구 송파대로 345",37.498285125818384,127.10425039925433,"02-443-8943",
"송파클럽","source:kakao keyword export","서울 송파구 가락로 51",37.499558423800856,127.10198360593692,"0507-1309-4867",
"송파시니어클럽 당미제과","source:kakao keyword export","서울 송파구 백제고분로42길 5",37.50593060140837,127.10972821208071,"02-424-1255",
"라디오헤드펍","source:kakao keyword export","서울 송파구 올림픽로32길 22-6",37.514022186285224,127.10911568636769,"02-417-0205",
"펍앤그릴","source:kakao keyword export","서울 송파구 올림픽로 300",37.5124459195943,127.102535010127,"02-3213-4643",
"보니스피자펍 본점","source:kakao keyword export","서울 송파구 송파대로49길 52",37.50605548619016,127.09890711065057,"02-517-8887",
"러너펍 방이점","source:kakao keyword export","서울 송파구 오금로11길 12",37.5144092342579,127.108554086675,"010-7376-6644",
"나쉬펍 잠실방이점","source:kakao keyword export","서울 송파구 오금로15길 7-20",37.5130889575835,127.108886978001,"0507-1350-2973",
"다이닝펍하영","source:kakao keyword export","서울 송파구 백제고분로45길 4-21",37.5100322693743,127.111338040671,"",
"에이스킹홀덤펍","source:kakao keyword export","서울 송파구 오금로11길 11-8",37.5149911922805,127.108652206084,"",
"사운드예술펍","source:kakao keyword export","서울 송파구 오금로11길 45",37.516026408531836,127.11254029524797,"010-8352-9154",
"뮤직펍 정자","source:kakao keyword export","서울 송파구 가락로 70",37.49995562157411,127.10421540210112,"0502-5551-9029",
"버터몽키조인펍","source:kakao keyword export","서울 송파구 백제고분로7길 41",37.5109056535488,127.083673603006,"02-6416-0202",
"윤익 다이닝펍","source:kakao keyword export","서울 송파구 송파대로30길 41-31",37.497364268631,127.120390956196,"010-4929-8498",
"데니스펍","source:kakao keyword export","서울 송파구 백제고분로15길 55",37.5103050847525,127.084376446543,"070-8952-6422",
"바이젠펍 삼전점","source:kakao keyword export","서울 송파구 백제고분로22길 4",37.5035548098748,127.089209313191,"",
"오비펍인 잠실새내점","source:kakao keyword export","서울 송파구 백제고분로7길 28-13",37.51015157250761,127.08230645399895,"",
"9G라운지펍","source:kakao keyword export","서울 송파구 올림픽로10길 22",37.509737870176004,127.08120888822144,"",
"몬스타즈펍","source:kakao keyword export","서울 송파구 올림픽로10길 14",37.5103614796911,127.081042168102,"",
"펍마이","source:kakao keyword export","서울 송파구 백제고분로7길 24-7",37.5103141020082,127.081804445594,"",
"휘스펍","source:kakao keyword export","서울 강동구 풍성로58길 12",37.5283964895757,127.135496472752,"",
"케이펍스테이크치킨","source:kakao keyword export","서울 송파구 법원로 114",37.48588206283131,127.12016900547583,"02-2283-1133",
"펍피맥 가락점","source:kakao keyword export","서울 송파구 양재대로62길 44",37.4961534980539,127.120212601872,"02-3402-2085",
"더펍사운드온 삼전역점","source:kakao keyword export","서울 송파구 백제고분로18길 25",37.5028422182976,127.084156561974,"02-422-9190",
"데블스램&펍 문정법조단지점","source:kakao keyword export","서울 송파구 송파대로 167",37.48476531344494,127.12231548195528,"02-2054-3405",
"스마일홀덤펍","source:kakao keyword export","서울 송파구 송파대로30길 11",37.4946828655198,127.118618056592,"010-8056-5354",
"더리얼펍 수서점","source:kakao keyword export","서울 강남구 광평로51길 8",37.4884432626246,127.102380075954,"02-3411-9436",
"로이드맥주홀덤펍","source:kakao keyword export","서울 강동구 올림픽로70길 61",37.5394017516094,127.12698947414789,"",
"펍200-8","source:kakao keyword export","서울 광진구 아차산로65길 6",37.5407162639486,127.094351024754,"02-444-1980",
"세븐브로이펍","source:kakao keyword export","서울 광진구 자양로 52-1",37.5327176199634,127.085495743091,"",
"리얼펍 가락몰점","source:kakao keyword export","서울 송파구 양재대로 932",37.49327742072481,127.11759133430598,"",
"사운드온더펍 강동구청점","source:kakao keyword export","서울 강동구 천호옛길 15",37.531064462284206,127.12130833342631,"",
"다이아 홀덤펍","source:kakao keyword export","서울 강동구 올림픽로70길 60",37.5389629741354,127.126980809633,"",
"펍대원","source:kakao keyword export","서울 강동구 천호대로161길 15",37.5380319118364,127.128947987882,"",
"일프로펍","source:kakao keyword export","서울 송파구 법원로 128",37.487110623997,127.121454319257,"",
"더펍사운드온 강변점","source:kakao keyword export","서울 광진구 구의강변로 106",37.53967252583561,127.09482606884346,"",
"일퍼센트 펍","source:kakao keyword export","서울 송파구 법원로 128",37.4868440104246,127.120491664305,"",
"사운드온더펍 광나루역점","source:kakao keyword export","서울 광진구 광장로 47",37.54699578270035,127.1024533120601,"02-6012-9190",
"나이너펍","source:kakao keyword export","서울 강동구 올림픽로70길 60",37.5389396819564,127.126856306969,"0502-5552-8593",
"위드펍 송파가락점","source:kakao keyword export","서울 송파구 동남로13길 47",37.4938511079578,127.124863295951,"",
"드렁큰플로리스트","source:kakao keyword export","서울 송파구 석촌호수로 116",37.5074774412778,127.089664122362,"02-416-1661",
"부즈나잇","source:kakao keyword export","서울 송파구 올림픽로32길 18-11",37.514112508838544,127.10887489173764,"010-8175-1154",
"에이스당구클럽","source:kakao keyword export","서울 광진구 자양로22길 24",37.5395134542173,127.084816686022,"",
"째즈클럽","source:kakao keyword export","서울 광진구 아차산로51길 12",37.5376299679591,127.085366707056,"02-447-0087",
"광진구스포츠클럽","source:kakao keyword export","서울 광진구 아차산로 415",37.537977107544,127.088689096256,"02-457-1515",
"킹스빌리어드클럽","source:kakao keyword export","서울 광진구 아차산로 401",37.5376258830866,127.087257378511,"",
"힐탁구클럽","source:kakao keyword export","서울 광진구 뚝섬로66길 7",37.5336474570837,127.090331292723,"",
"래지나색소폰클럽","source:kakao keyword export","서울 광진구 아차산로 401",37.5377006501434,127.087278963467,"",
"블루클럽 테크노마트점","source:kakao keyword export","서울 광진구 광나루로56길 85",37.53604062784422,127.095900863412,"02-3424-6411",
"JH줄넘기클럽","source:kakao keyword export","서울 광진구 능동로6길 14",37.5341115404875,127.068838441234,"010-2110-8575",
"스미스클럽 자양대리점","source:kakao keyword export","서울 광진구 자양번영로5길 8",37.5324697674563,127.075001854931,"",
"튼튼영어마스터클럽 광진자양학원","source:kakao keyword export","서울 광진구 능동로6길 14",37.5341863353777,127.068818144566,"02-444-6400",
"DC클럽","source:kakao keyword export","서울 광진구 광나루로56길 85",37.5359856926128,127.095869112771,"02-3424-2460",
"비스트복싱클럽","source:kakao keyword export","서울 광진구 아차산로 481",37.5409455115379,127.094983829934,"02-455-1282",
"짱스포츠클럽 스타키즈짐 구의점","source:kakao keyword export","서울 광진구 천호대로136길 50",37.5476321866407,127.08991928362,"010-5396-0639",
"캘리클럽유니버스 엔터식스 강변점","source:kakao keyword export","서울 광진구 광나루로56길 85",37.5359777322747,127.095685809482,"070-7007-0030",
"한국파워점핑줄넘기클럽 광장점","source:kakao keyword export","서울 광진구 광나루로 602",37.5417962759315,127.094708816668,"02-447-2011",
"쥬티윈드서핑클럽","source:kakao keyword export","서울 광진구 강변북로 2326",37.52704644045103,127.07944131868177,"0507-1399-8190",
"스포츠당구클럽","source:kakao keyword export","서울 광진구 구의강변로 88",37.5383765189373,127.094161383198,"",
"서퍼스트클럽","source:kakao keyword export","서울 광진구 강변북로 2326",37.527208460951,127.078331678769,"",
"스미스클럽 수원지사","source:kakao keyword export","서울 광진구 구의강변로 64",37.5358297383499,127.092583221066,"02-449-8811",
"스피드클럽","source:kakao keyword export","서울 광진구 강변북로 2326",37.526925894691026,127.07916062788304,"02-456-6913",
"윈드서핑하이윈드클럽","source:kakao keyword export","서울 광진구 강변북로 2326",37.52705974246323,127.07841184586857,"",
"코메디클럽","source:kakao keyword export","서울 광진구 구의강변로 38",37.534165224853,127.091897790786,"",
"포토클럽","source:kakao keyword export","서울 광진구 광나루로56길 85",37.5357010612649,127.095764656407,"02-3424-8897",
"지너스당구클럽","source:kakao keyword export","서울 광진구 강변역로4길 10",37.5353785577602,127.093447075696,"",
"하이윈드 카이트보딩클럽","source:kakao keyword export","서울 광진구 강변북로 2326",37.5270157211238,127.07956799211337,"010-5215-6761",
"대한에어로빅힙합협회","source:kakao keyword export","서울 송파구 올림픽로 424",37.5155083023112,127.128465821109,"02-420-2241",
"릿쳐","source:kakao keyword export","서울 송파구 마천로23길 6",37.5036269254276,127.139445081266,"0507-1353-8121",
"답십리돈텔마마나이트","source:kakao keyword export","서울 동대문구 고미술로 99",37.56439572132373,127.0573721706102,"02-2244-1050",
"장안동경남호텔나이트","source:kakao keyword export","서울 동대문구 장한로 114",37.5705754520499,127.070995548621,"010-5715-9400",
"제니아무도장","source:kakao keyword export","서울 동대문구 고미술로 99",37.5642514561917,127.057589378365,"",
"나인텍","source:kakao keyword export","서울 광진구 천호대로 560",37.5563654435475,127.080066600036,"",
"블루클럽 성수역점","source:kakao keyword export","서울 성동구 아차산로 93",37.5452418110864,127.054632646003,"02-464-7656",
"홀덤펍 빅스택 건대점","source:kakao keyword export","서울 광진구 동일로24길 80",37.5426842962331,127.069283097184,"0502-5550-6263",
"도시까스엔펍","source:kakao keyword export","서울 성동구 동일로 139",37.5449319169728,127.065190009429,"",
"369 홀덤펍","source:kakao keyword export","서울 광진구 능동로36길 9",37.5563007564326,127.079793779988,"010-2576-3369",
"망고라운지홀덤펍 성수점","source:kakao keyword export","서울 성동구 아차산로 93",37.5452372856598,127.054676774284,"",
"세븐펍","source:kakao keyword export","서울 광진구 능동로 354",37.56098992421381,127.08187113774105,"",
"미오펍","source:kakao keyword export","서울 동대문구 사가정로2길 18",37.5708920583017,127.051146806394,"070-8657-0130",
"리올홀덤펍","source:kakao keyword export","서울 성동구 마조로5길 3-3",37.5597499087826,127.040673447694,"010-6541-1150",
"아쿠아덕 피자 펍","source:kakao keyword export","서울 성동구 마장로 301",37.56638224439068,127.04293292810985,"010-9747-1986",
"아씨펍 한양대점","source:kakao keyword export","서울 성동구 마조로3가길 30",37.5597968867572,127.040305638458,"",
"더블업 홀덤펍 왕십리점","source:kakao keyword export","서울 성동구 마조로3가길 30",37.5598113023127,127.040306778022,"0507-1445-1283",
"카페일칠공","source:kakao keyword export","서울 강남구 학동로56길 37",37.514761150846624,127.04323136384468,"02-540-1707",
"블루클럽 아차산점","source:kakao keyword export","서울 광진구 천호대로129길 51",37.5538727679694,127.091910667681,"02-6368-8900",
"삼정EDM","source:kakao keyword export","서울 성동구 자동차시장1길 96",37.559848821084074,127.06840712925066,"1577-8914",
